'HAI,ESPEARE,PLAIN,ENGLISH,SIDE,Y,SIDE,I,NO,R,CAnJ,As,You,Like,It,The,Comedy,of,Errors,Hamlet
BENVOLIO,MERCUTIO,to,bed,BENVOLIO,MERCUTIO,Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO
MERCUTIO,to,bed,BENVOLIO,MERCUTIO,Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO
to,bed,BENVOLIO,MERCUTIO,Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o
BENVOLIO,MERCUTIO,Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT
MERCUTIO,Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE
Venus,;,s,the,of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO
of,ave,your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the
your,true,form,MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO
MODERN,TEXT,BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The
BENVOLIO,MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is
MERCUTIO,BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a
BENVOLIO,MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was
MERCUTIO,o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered
o,BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The
BENVOLIO,ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits
ACT,SCENE,NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were
NO,'EA,BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses
BENVOLIO,MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears
MERCUTIO,the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;
the,darkness,BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio
BENVOLIO,dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the
dark,MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the,name
MERCUTIO,The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the,name,in
The,medlar,is,a,was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the,name,in,an
was,considered,The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the,name,in,an,obscene,double,entrendre,BENVOLIO
The,fruits,were,open,arses,Belgian,pears,;,Mercutio,uses,the,name,in,an,obscene,double,entrendre,BENVOLIO,ACT,SCENE
open,arses,Belgian,pears,;,Mercutio,uses,the,name,in,an,obscene,double,entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO
Belgian,pears,;,Mercutio,uses,the,name,in,an,obscene,double,entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme
Mercutio,uses,the,name,in,an,obscene,double,entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE
the,name,in,an,obscene,double,entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT
obscene,double,entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO
entrendre,BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been
BENVOLIO,ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut
ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana
ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana
ACT,SCENE,ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana
ROMEO,returns,ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the
ROMEO,JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant
JULIET,Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of
Ayme,!,ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of,the
ACT,SCENE,NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh
NOFIA,ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh,my,!
ACT,SCENE,ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh,my,!,MOOERN
ROMEO,returns,ROMEO,never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh,my,!,MOOERN,TE,X
ROMEO,never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh,my,!,MOOERN,TE,X,T,ROMEO
never,been,cut,Diana,is,the,god,servant,of,the,JULIET,Oh,my,!,MOOERN,TE,X,T,ROMEO,aside
Diana,is,the,god,servant,of,the,JULIET,Oh,my,!,MOOERN,TE,X,T,ROMEO,aside,She,speaks,A
servant,of,the,JULIET,Oh,my,!,MOOERN,TE,X,T,ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take
JULIET,Oh,my,!,MOOERN,TE,X,T,ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO
Oh,my,!,MOOERN,TE,X,T,ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET
MOOERN,TE,X,T,ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO
ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO
ROMEO,aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO
aside,She,speaks,A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET
A,JULIET,ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet
ROMEO,JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now
JULIET,Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?
Take,all,myself,ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET
ROMEO,JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo
JULIET,ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again
ACT,SCENE,NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET
NO,FEAR,CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT
CJ,w,ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By
ROMEO,JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name
JULIET,being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET
being,a,Capulet,ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO
ROMEO,now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET
now,?,JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
JULIET,ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
ROMEO,be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT
be,Romeo,again,JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE
JULIET,MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper
MODERN,TEXT,ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET
ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET
ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET
ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET
ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET
ROMEO,By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET
By,a,name,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET
ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN
JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T
ROMEO,JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX
JULIET,ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T
ROMEO,ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET
ACT,SCENE,ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO
ROMEO,the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO
the,paper,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET
JULIET,ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove
ROMEO,JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also
JULIET,ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called
ROMEO,JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn
JULIET,MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t
MODERN,T,EX,T,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious
JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO
JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO
JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO
ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET
JULIET,ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO
ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET
ROMEO,ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET
ACT,SCENE,NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
NO,FEAR,ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
ROMEO,JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
JULIET,Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT
Jove,also,called,isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE
isn,'t,serious,ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn
ROMEO,j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO
j,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO
ROMEO,JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises
JULIET,ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of
ROMEO,JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love
JULIET,ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET
ROMEO,ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam
ACT,SCENE,NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO
NO,FEAR,rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?
rn,rn,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T
ROMEO,JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET
JULIET,ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls
ROMEO,JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from
JULIET,ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within
ROMEO,JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE
JULIET,ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit
ROMEO,ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above
ises,of,love,JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET
JULIET,agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter
agam,ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above
ROMEO,love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET
love,?,MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET
MODERN,TE,X,T,JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from
JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET
JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET
JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET
JULIET,calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET
calls,from,within,NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I
NURSE,Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee
Exit,above,JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE
JULIET,ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within
ROMEO,o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam
o,Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!
Enter,above,JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT
JULIET,JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET
JULIET,NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves
NURSE,from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves,are
from,within,Madam,!,JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves,are,infinite
JULIET,I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET
I,do,beseech,thee,NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE
NURSE,from,within,Madam,!,ACT,SCENE,JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET
from,within,Madam,!,ACT,SCENE,JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE
ACT,SCENE,JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN
JULIET,loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET
loves,are,infinite,JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO
JULIET,exits,ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO,So,thrive,my
ROMEO,JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO,So,thrive,my,soul,JULIET
JULIET,NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO,So,thrive,my,soul,JULIET,Exit
NURSE,offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO,So,thrive,my,soul,JULIET,Exit,JULIET
offstage,Madam,!,JULIET,NURSE,offstage,Madam,!,MODERN,TEXT,JULIET,ROMEO,So,thrive,my,soul,JULIET,Exit,JULIET,above
